Secteur,Nom,Date création,Adresse,Code postal,Ville,Département,Téléphone,Email,Site web,SIREN,NAF
"Entretien corporel (spa, hammam...)",VANESSA TRUCAT,2009-11-01,CHEZ MR HO HIO HEN OLIVIER 15 RUE ROBERT DE FLERS 75015 PARIS,75015,PARIS,75,,,,518380126,96.04Z
Coiffure,AGNES HAMARD (CORBONOIS),2009-10-20,1 RUE DE LA FONTAINE 49440 CHALLAIN-LA-POTHERIE,49440,CHALLAIN-LA-POTHERIE,49,,,,517572541,96.02A
Coiffure,GISELE OVOUNDARD (ONTSOLO) (BOITE A CHEVEUX),2009-10-12,10 RUE DE L'ARQUEBUSE 08000 CHARLEVILLE-MEZIERES,08000,CHARLEVILLE-MEZIERES,08,,,,515409126,96.02A
Coiffure,PRINCESS EL-HADEUF (ENOG),2009-10-07,N3 BAT A 2 RUE CLAUDE MARTIN 73000 CHAMBERY,73000,CHAMBERY,73,,,,515333326,96.02A
Soins de beauté / esthétique,MANUEL ALVES DOOMS (ALVES POMBO DOOMS) (EXPERT SOURCILS),2009-10-06,36 RUE MONGE 08000 CHARLEVILLE-MEZIERES,08000,CHARLEVILLE-MEZIERES,08,,,,514836741,96.02B
"Entretien corporel (spa, hammam...)",CHANTAL OLIVIER,2009-10-06,19 B RUE DU RECUEIL 59491 VILLENEUVE-D'ASCQ,59491,VILLENEUVE-D'ASCQ,59,,,,514848654,96.04Z
"Entretien corporel (spa, hammam...)",KATIA TORVIC,2009-10-05,118 RUE DE L’HOPITAL AUBAN MOET 51200 EPERNAY,51200,EPERNAY,51,,,,515266609,96.04Z
Soins de beauté / esthétique,AUDREY ARCHIMBAUD,2009-10-04,17 AVENUE DU LAVEZON 07400 ROCHEMAURE,07400,ROCHEMAURE,07,,,,515308740,96.02B
Soins de beauté / esthétique,DAVID GAMBIER,2009-10-02,23 RUE DES FONTAINES NERMIER 39270 SARROGNA,39270,SARROGNA,39,,,,515194041,96.02B
"Entretien corporel (spa, hammam...)",DAVID GUDEL,2009-10-02,115 GRANDE RUE 25300 LES FOURGS,25300,LES FOURGS,25,,,,517574158,96.04Z
Soins de beauté / esthétique,BRICE AVON,2009-10-01,RES ALCOVE APPT 2106 552 RUE DE CENTRAYRARGUES 34070 MONTPELLIER,34070,MONTPELLIER,34,,,,514869619,96.02B
Soins de beauté / esthétique,GULLUZAR KOCADAG (BEAUTE LISSE BLOIS),2009-10-01,3 RUE DES GLANDS 41350 SAINT-GERVAIS-LA-FORET,41350,SAINT-GERVAIS-LA-FORET,41,,,,514945906,96.02B
Soins de beauté / esthétique,LAETITIA BONNAGUE (DUBOS),2009-10-01,7 RUE JACQUEMART 08500 REVIN,08500,REVIN,08,,,,515140572,96.02B
"Entretien corporel (spa, hammam...)",NATHALIE BLANC,2009-10-01,7 RUE PIERRE DE COUBERTIN 17440 AYTRE,17440,AYTRE,17,,,,515194355,96.04Z
"Entretien corporel (spa, hammam...)",SABINE TODESCHINI,2009-10-01,45 RUE SAINT GERVAIS 76000 ROUEN,76000,ROUEN,76,,,,515060523,96.04Z
Soins de beauté / esthétique,CINDY NUSS (DAUSCH),2009-09-22,1 D RUE DES VOSGES 67800 HŒNHEIM,67800,HŒNHEIM,67,,,,515071827,96.02B
"Entretien corporel (spa, hammam...)",DESISLAVA STOYANOVA,2009-09-18,12 RUE DE LA FILATURE 68200 MULHOUSE,68200,MULHOUSE,68,,,,515234599,96.04Z
"Entretien corporel (spa, hammam...)",VERONIQUE MERCIER (BOUCHER),2009-09-11,26 IMP LA HAMOYERE 44640 VUE,44640,VUE,44,,,,514865757,96.04Z
Soins de beauté / esthétique,MARIE RICHELA MAUPOINT (NARAYANIN RAMAYE),2009-09-07,LOT LES ORCHIDEES - RIV DES PLUIES 6 RUE FAHAM 97438 SAINTE-MARIE,97438,SAINTE-MARIE,974,,,,514564517,96.02B
Soins de beauté / esthétique,STEPHANIE GOMOT (LA BELLEZZA),2009-09-02,15 RUE GEORGES CLAUDE 69680 CHASSIEU,69680,CHASSIEU,69,,,,514639863,96.02B
Coiffure,RELOOKING COIFFURE,2009-09-01,5 RUE ADRIEN LIGUE 74100 ANNEMASSE,74100,ANNEMASSE,74,,,,519602775,96.02A
Soins de beauté / esthétique,YVES GUY RAYMOND BLOCH,2009-09-01,41 RUE URBAIN IV 10000 TROYES,10000,TROYES,10,,,,514534429,96.02B
"Entretien corporel (spa, hammam...)",JEAN MICHEL CHARLER,2009-08-20,LOTISSEMENT 6 ALLEE DES COQUELICOTS 77140 NEMOURS,77140,NEMOURS,77,,,,514088129,96.04Z
Soins de beauté / esthétique,CHRISTELLE JACQUES (JACQUES CHRISTELLE),2009-08-12,8 BD DU MAL DE LATTRE DE TASSIGNY 52200 LANGRES,52200,LANGRES,52,,,,514193127,96.02B
Soins de beauté / esthétique,BEATRICE JEANMOTTE (PINCHON) (RE ATTITUDE),2009-08-06,21 RUE DES CHARITAINS 17410 SAINT-MARTIN-DE-RE,17410,SAINT-MARTIN-DE-RE,17,,,,514173574,96.02B
Coiffure,LONDONER,2009-08-01,80 BOULEVARD GEORGES POMPIDOU 05000 GAP,05000,GAP,05,,,,518170386,96.02A
Soins de beauté / esthétique,CELINE KOENIG,2009-08-01,42 RUE DE GALFINGUE 68200 MULHOUSE,68200,MULHOUSE,68,,,,513788471,96.02B
Soins de beauté / esthétique,MARIENCE BEAUTE,2009-08-01,33 RUE JACQUES-LOUIS HENON 69004 LYON,69004,LYON,69,,,,513891861,96.02B
Soins de beauté / esthétique,JESSICA DEYDE (ORSINI) (ONGLES ET DOUC'HEURE),2009-08-01,6 IMPASSE TERROUGES 31490 BRAX,31490,BRAX,31,,,,513933838,96.02B
Soins de beauté / esthétique,VIRGINIE THEOLET,2009-07-30,489 AVENUE DU MARECHAL DE LATTRE DE TASSIGNY 33200 BORDEAUX,33200,BORDEAUX,33,,,,514135466,96.02B
"Entretien corporel (spa, hammam...)",NADIA GIRODET (CHAPELON) (L'ESCALE ZE'N),2009-07-21,LIEU DIT VOUSSE 43130 RETOURNAC,43130,RETOURNAC,43,,,,513312074,96.04Z
Soins de beauté / esthétique,MARIE HUSSON (M MAKEUP),2009-07-20,13 ALLEE DU VAL D'ARAN 31770 COLOMIERS,31770,COLOMIERS,31,,,,513800847,96.02B
"Entretien corporel (spa, hammam...)",FON FON SHOP,2009-07-20,241 RUE DE LA CROIX NIVERT 75015 PARIS,75015,PARIS,75,,,,513955401,96.04Z
Soins de beauté / esthétique,UN PARFUM DE BEAUTE (UPB),2009-07-16,49 ROUTE DE TOUVOIS 85710 GARNACHE (LA),85710,GARNACHE (LA),85,,,,513719641,96.02B
Soins de beauté / esthétique,CENTRE LASER ESTHETIQUE DU MANS,2009-07-10,32 RUE MONTOISE 72000 LE MANS,72000,LE MANS,72,,,,513686139,96.02B
Soins de beauté / esthétique,DELPHINE PITART,2009-07-08,20 AVENUE PASTEUR 13580 LA FARE-LES-OLIVIERS,13580,LA FARE-LES-OLIVIERS,13,,,,513956342,96.02B
Soins de beauté / esthétique,LAURIANE DOMERGUE,2009-07-06,3 RUE DE LA CEZE 30160 BESSEGES,30160,BESSEGES,30,,,,513561019,96.02B
Soins de beauté / esthétique,AMARA COLLECTION,2009-07-01,28/1 28 GRAND PLACE 59100 ROUBAIX,59100,ROUBAIX,59,,,,512665514,96.02B
Soins de beauté / esthétique,ISABELLE ZENNS (ONGLES PASSION),2009-07-01,14 B RUE NOEDIC 56190 MUZILLAC,56190,MUZILLAC,56,,,,513683722,96.02B
Soins de beauté / esthétique,ALLISON SANDERS (CASEY),2009-07-01,LE PONT DE VINADE 16720 SAINT-MEME-LES-CARRIERES,16720,SAINT-MEME-LES-CARRIERES,16,,,,513708545,96.02B
"Entretien corporel (spa, hammam...)",MATTHIEU GORDIEN,2009-07-01,2716 ROUTE DE ROCHEGUDE 84430 MONDRAGON,84430,MONDRAGON,84,,,,513475665,96.04Z
"Entretien corporel (spa, hammam...)",THOMAS GAUNET,2009-07-01,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],OLLAINVILLE,91,,,,513548065,96.04Z
"Entretien corporel (spa, hammam...)",OLIVIER BENOIT,2009-06-30,47 C AV DE GENEVE 74000 ANNECY,74000,ANNECY,74,,,,518425384,96.04Z
Coiffure,ETOILE EURL,2009-06-24,128 AVENUE JEAN LOLIVE 93500 PANTIN,93500,PANTIN,93,,,,513390518,96.02A
Soins de beauté / esthétique,SANDRINE MARAUCCI (ELAHCENE),2009-06-24,VIL 53 FORUM LA VALLEE DE LARC LA BARQUE 13710 FUVEAU,13710,FUVEAU,13,,,,513849513,96.02B
Soins de beauté / esthétique,LE BOUDOIR DU REGARD,2009-06-10,30 RUE MONTROSIER 92200 NEUILLY-SUR-SEINE,92200,NEUILLY-SUR-SEINE,92,,,,512986993,96.02B
Soins de beauté / esthétique,SANDRA RAGU (PERNEL),2009-06-10,8 RUE DES ECOLES 45120 CORQUILLEROY,45120,CORQUILLEROY,45,,,,512938929,96.02B
"Entretien corporel (spa, hammam...)",MONIQUE IMBERT,2009-06-10,BAT D 64 RUE HENRI CHALLAND 21700 NUITS-SAINT-GEORGES,21700,NUITS-SAINT-GEORGES,21,,,,513007385,96.04Z
"Entretien corporel (spa, hammam...)",CLAUDINE FRIER,2009-06-08,999 ROUTE DE CHAMROUSSE 38410 SAINT-MARTIN-D'URIAGE,38410,SAINT-MARTIN-D'URIAGE,38,,,,513011239,96.04Z
Coiffure,LABEL COLINE (COLINE B),2009-06-02,80 AVENUE PASTEUR 69370 SAINT-DIDIER-AU-MONT-D'OR,69370,SAINT-DIDIER-AU-MONT-D'OR,69,,,,513054957,96.02A
Coiffure,AMANDINE GIRAUD (RIGAUD),2009-06-01,5 BOULEVARD PASTEUR 17390 LA TREMBLADE,17390,LA TREMBLADE,17,,,,512634718,96.02A
Soins de beauté / esthétique,ANAIS LE CALVE (ANAJESS BEAUTE),2009-06-01,RESIDENCE VAL D AZUR 82 AVENUE DES POILUS 06140 VENCE,06140,VENCE,06,,,,512648999,96.02B
Soins de beauté / esthétique,CAROLE DUBY,2009-06-01,43 RUE DE LA TUILERIE 91250 SAINT-GERMAIN-LES-CORBEIL,91250,SAINT-GERMAIN-LES-CORBEIL,91,,,,512991555,96.02B
"Entretien corporel (spa, hammam...)",VANESSA ERVERA (MICHAUD),2009-05-18,13 RUE DES BASTIERS 12200 VILLEFRANCHE-DE-ROUERGUE,12200,VILLEFRANCHE-DE-ROUERGUE,12,,,,512583055,96.04Z
"Entretien corporel (spa, hammam...)",VIRGINIE GAVA,2009-05-15,90 CHEMIN MIGNON 83470 SAINT-MAXIMIN-LA-SAINTE-BAUME,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,83,,,,512800376,96.04Z
Soins de beauté / esthétique,VERONIQUE FERRARO (LAURENT) (VERO ESTHETIC),2009-05-14,LA BRETAGNE 22 CHEMIN DU BOIS DE SENTEUR 97490 SAINT-DENIS,97490,SAINT-DENIS,974,,,,512449331,96.02B
Soins de beauté / esthétique,PURESKINCLINIC FRANCE,2009-05-14,32 B RUE DE THIONVILLE 59800 LILLE,59800,LILLE,59,,,,511868507,96.02B
"Entretien corporel (spa, hammam...)",PETER SLANY,2009-05-11,5 BOULEVARD DE LA LIBERTE 93260 LES LILAS,93260,LES LILAS,93,,,,512435280,96.04Z
Soins de beauté / esthétique,AURELIE CALAFAT,2009-05-01,APRT 34 93 RUE DE ROCLINCOURT 62223 ECURIE,62223,ECURIE,62,,,,513084061,96.02B
"Entretien corporel (spa, hammam...)",SUN ATTITUDE,2009-05-01,97 BOULEVARD EMILE BASLY 62300 LENS,62300,LENS,62,,,,511711103,96.04Z
Coiffure,MAX & CO,2009-04-29,14 RUE DES ORFEVRES 80000 AMIENS,80000,AMIENS,80,,,,512162488,96.02A
Soins de beauté / esthétique,MINERAL COSMETICS,2009-04-29,71 RUE DES REMPARTS 33000 BORDEAUX,33000,BORDEAUX,33,,,,512142126,96.02B
"Entretien corporel (spa, hammam...)",JOAM (JOAM - POUR MIEUX ETRE),2009-04-29,14 AVENUE DU GENERAL DE GAULLE 94160 SAINT-MANDE,94160,SAINT-MANDE,94,,,,512184284,96.04Z
Soins de beauté / esthétique,ZELIE,2009-04-21,1 PLACE BELMONTE 35520 LA MEZIERE,35520,LA MEZIERE,35,,,,511971798,96.02B
"Entretien corporel (spa, hammam...)",CAP ZEN,2009-04-15,8 RUE SIMON 51100 REIMS,51100,REIMS,51,,,,511666604,96.04Z
Coiffure,CELINE VERNIA,2009-04-11,ROUTE DU COL DE PORT 09320 MASSAT,09320,MASSAT,09,,,,511938128,96.02A
Soins de beauté / esthétique,SANDRA MORVAN (MACLEOD),2009-04-01,535 CHEMIN DES CAILLADES 06480 LA COLLE-SUR-LOUP,06480,LA COLLE-SUR-LOUP,06,,,,511092819,96.02B
Soins de beauté / esthétique,STEPHANIE NOLLEZ (RETIF),2009-03-23,332 RUE DES MARNIS 45500 SAINT-MARTIN-SUR-OCRE,45500,SAINT-MARTIN-SUR-OCRE,45,,,,511332298,96.02B
"Entretien corporel (spa, hammam...)",REGIE DES GRANDS THERMES DE LA BOURBOULE,2009-03-13,MAIRIE 15 PLACE DE LA REPUBLIQUE 63150 LA BOURBOULE,63150,LA BOURBOULE,63,,,,512395542,96.04Z
Soins de beauté / esthétique,PSI BEAUTE SARL,2009-03-04,GALERIE BD DU MARQUISAT DU HOUELBOURG 97122 BAIE-MAHAULT,97122,BAIE-MAHAULT,971,,,,511037749,96.02B
"Entretien corporel (spa, hammam...)",CARINE SYLVIE NATACH LAYGUE (ANGLADE),2009-03-04,8 RUE DES MURIERS 31270 FROUZINS,31270,FROUZINS,31,,,,511027005,96.04Z
Coiffure,METAMORPHOSE NEW STYL,2009-03-03,50 RUE DU MOUTIER 93300 AUBERVILLIERS,93300,AUBERVILLIERS,93,,,,512825506,96.02A
Coiffure,MA COIFFURE,2009-03-02,3 PLACE JEANNE D'ARC 44700 ORVAULT,44700,ORVAULT,44,,,,510825425,96.02A
Soins de beauté / esthétique,MARIE-CAROLINE MASSON,2009-03-01,33 A 33 PLACE DES NATIONS 59282 DOUCHY-LES-MINES,59282,DOUCHY-LES-MINES,59,,,,510683014,96.02B
Soins de beauté / esthétique,SARL SEE MANUELUCIE,2009-03-01,10 RUE SAINT FERREOL 66400 CERET,66400,CERET,66,,,,511071672,96.02B
"Entretien corporel (spa, hammam...)",FABRICE BALLAND,2009-03-01,8 PLACE DE LA MAIRIE 70160 BREUREY-LES-FAVERNEY,70160,BREUREY-LES-FAVERNEY,70,,,,510266042,96.04Z
"Entretien corporel (spa, hammam...)",SANDRINE METAYER,2009-03-01,11 RUE DE LA GARE (LE MERLERAULT) 61240 MERLERAULT-LE-PIN,61240,MERLERAULT-LE-PIN,61,,,,511120735,96.04Z
Soins de beauté / esthétique,CORPS-IN (CORPS-IN),2009-02-22,12 RUE CLEMENCE ISAURE 31250 REVEL,31250,REVEL,31,,,,510214455,96.02B
"Entretien corporel (spa, hammam...)",CAROLINE NELLY TABOURET-FAGGIANELLI (TABOURET) (CAROLINE TABOURET),2009-02-17,9 PLACE DE LA MAIRIE 30700 SAINT-QUENTIN-LA-POTERIE,30700,SAINT-QUENTIN-LA-POTERIE,30,,,,513663492,96.04Z
Coiffure,JENI PAOLA,2009-02-16,45 RUE DES DAMES 75017 PARIS,75017,PARIS,75,,,,510381676,96.02A
Soins de beauté / esthétique,CECILE PITARD,2009-02-15,APT 22 2 ALLEE DE CHAALIS 77230 LONGPERRIER,77230,LONGPERRIER,77,,,,510502966,96.02B
"Entretien corporel (spa, hammam...)",SABRINA PEYRAUD (LARCULE),2009-02-14,10 AVENUE DOCTEUR HENRI GOUT 11000 CARCASSONNE,11000,CARCASSONNE,11,,,,510515521,96.04Z
Soins de beauté / esthétique,AURELIE BONIN (GUILLEMIN),2009-02-10,65 RTE DE PARIS 71530 CHAMPFORGEUIL,71530,CHAMPFORGEUIL,71,,,,509996799,96.02B
"Entretien corporel (spa, hammam...)",COM.SPA,2009-02-05,38 RUE DE BERRI 75008 PARIS,75008,PARIS,75,,,,511724767,96.04Z
"Entretien corporel (spa, hammam...)",C.B.M.C (NATURE ET BIEN-ETRE),2009-02-04,52 ROUTE NATIONALE 41260 LA CHAUSSEE-SAINT-VICTOR,41260,LA CHAUSSEE-SAINT-VICTOR,41,,,,510318728,96.04Z
"Entretien corporel (spa, hammam...)",VERONIQUE SOUVILLE (BASBOIS-BULTE),2009-02-01,QUARTIER SAINT CLEMENT 963 CHEMIN DES SEIGNEROLLES 83680 LA GARDE-FREINET,83680,LA GARDE-FREINET,83,,,,510321748,96.04Z
"Entretien corporel (spa, hammam...)",MARY GORDON-CUMMING (MARIE GORDON-CUMMING),2009-01-13,CHEF LIEU 73640 SAINTE-FOY-TARENTAISE,73640,SAINTE-FOY-TARENTAISE,73,,,,510008238,96.04Z
"Entretien corporel (spa, hammam...)",THAI HARMONIE SPA,2009-01-08,20 RUE GRENETA 75002 PARIS,75002,PARIS,75,,,,509359899,96.04Z
"Entretien corporel (spa, hammam...)",VERONIQUE BRUGUIER (NURIER),2009-01-06,RTE DE TRETS 13590 MEYREUIL,13590,MEYREUIL,13,,,,510145907,96.04Z
Coiffure,BY19,2009-01-01,210 RUE LEONCE BOURLIAGUET 19360 MALEMORT,19360,MALEMORT,19,,,,509950374,96.02A
Soins de beauté / esthétique,ROSELYNE DUFOUR (MEMIN),2009-01-01,34 RUE DES TILLEULS 17530 ARVERT,17530,ARVERT,17,,,,509663498,96.02B
Soins de beauté / esthétique,MYLENE TALLET (MYLENE ESTHETIQUE),2009-01-01,22 IMPASSE CHAMP DU CHAPITRE 16110 RIVIERES,16110,RIVIERES,16,,,,509406724,96.02B
"Entretien corporel (spa, hammam...)",SOLENN TALLEC,2009-01-01,8 RUE DE TREZELAN 22140 BEGARD,22140,BEGARD,22,,,,530427137,96.04Z
"Entretien corporel (spa, hammam...)",CHRISTINE VIOLANTI,2009-01-01,4 BOULEVARD HEROLD 92000 NANTERRE,92000,NANTERRE,92,,,,509862645,96.04Z
"Entretien corporel (spa, hammam...)",CAROLINE THOUMINOT,2009-01-01,43 RUE DES JONQUILLES 56270 PLOEMEUR,56270,PLOEMEUR,56,,,,510444433,96.04Z
Coiffure,FORMUL'A,2008-12-31,1 AVENUE DE LA MARNE 59290 WASQUEHAL,59290,WASQUEHAL,59,,,,509640546,96.02A
Soins de beauté / esthétique,DUO,2008-12-31,1 AVENUE DE MINERVA 64600 ANGLET,64600,ANGLET,64,,,,509777470,96.02B
Soins de beauté / esthétique,IBFS,2008-12-17,34 RUE CONTI 34120 PEZENAS,34120,PEZENAS,34,,,,509514600,96.02B
Soins de beauté / esthétique,SANDRA RABY (AZUR'ONGLES),2008-12-15,17 A QUAI PAUL LEGER 74500 EVIAN-LES-BAINS,74500,EVIAN-LES-BAINS,74,,,,509444287,96.02B
Coiffure,SUN,2008-12-09,14 B RUE EMILE BURGAULT 56000 VANNES,56000,VANNES,56,,,,509438032,96.02A
Soins de beauté / esthétique,ONGLE ET BEAUTE (QUICK EPIL),2008-12-01,18 AVENUE DE LA REPUBLIQUE 68000 COLMAR,68000,COLMAR,68,,,,509465290,96.02B
Soins de beauté / esthétique,JENNIFER ROMANO (TRAPOLINE BUNGY),2008-12-01,THEUS 230 CHEMIN DES CLAPIERS 05190 THEUS,05190,THEUS,05,,,,509200069,96.02B
Soins de beauté / esthétique,L'ARCORPOREL,2008-11-19,6 AVENUE DU GENERAL DE GAULLE 94170 LE PERREUX-SUR-MARNE,94170,LE PERREUX-SUR-MARNE,94,,,,509078036,96.02B
"Entretien corporel (spa, hammam...)",A LA DECOUVERTE DE SOI (BAN SIN),2008-11-05,134 RUE DE VAUGIRARD 75015 PARIS,75015,PARIS,75,,,,508888559,96.04Z
"Entretien corporel (spa, hammam...)",QUIETERY FORM AND METHOD,2008-11-03,RUE DU STADE 97220 TRINITE,97220,TRINITE,972,,,,508783206,96.04Z
Soins de beauté / esthétique,MONTESINOS,2008-11-01,2 RUE DE LA SOMME 68100 MULHOUSE,68100,MULHOUSE,68,,,,510098965,96.02B
Coiffure,M.C.V.,2008-10-30,2615 C ROUTE DE VIGNARNAUD 82000 MONTAUBAN,82000,MONTAUBAN,82,,,,509140018,96.02A
Soins de beauté / esthétique,NACIMA SAIGHI (ADAFER) (MAKEUPSARAH),2008-10-30,4 AVENUE VICTOR HUGO 91860 EPINAY-SOUS-SENART,91860,EPINAY-SOUS-SENART,91,,,,509029948,96.02B
Coiffure,PRISCA DEVILLARD,2008-10-18,CROISONNAZ 74150 THUSY,74150,THUSY,74,,,,508079357,96.02A
Coiffure,BOSSA MODA COIFFURE,2008-10-15,133 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS,75008,PARIS,75,,,,508185667,96.02A
Coiffure,AB COIFFURE BIEN ETRE (ANTHONY BOUILLOT BY CORALIE),2008-10-15,PLACE SAINT LOUIS 2 RUE SAINTE BARBE 03200 VICHY,03200,VICHY,03,,,,508256054,96.02A
Soins de beauté / esthétique,ANNECY PAPILLON,2008-10-14,2 AV DU PONT NEUF 74000 ANNECY,74000,ANNECY,74,,,,508579158,96.02B
Soins de beauté / esthétique,SABRINA BERNARDIN (RAMEAU),2008-10-06,LESCOAT 29790 MAHALON,29790,MAHALON,29,,,,508314879,96.02B
Soins de beauté / esthétique,NATHALIE LE NINAN (STIL),2008-10-05,107 CHEMIN DE LA CLAIRIERE 76610 LE HAVRE,76610,LE HAVRE,76,,,,508909462,96.02B
Coiffure,LATIF COIF,2008-10-01,17 RUE DE LA REPUBLIQUE 76500 ELBEUF,76500,ELBEUF,76,,,,508909470,96.02A
Coiffure,POPPEK (EUROSTYL COIFFURE),2008-10-01,78 PLACE DE LA REPUBLIQUE 62110 HENIN-BEAUMONT,62110,HENIN-BEAUMONT,62,,,,508476561,96.02A
"Entretien corporel (spa, hammam...)",ISABELLE MACON,2008-10-01,18 CHEMIN DU 30 AOUT 36500 SAINTE-GEMME,36500,SAINTE-GEMME,36,,,,508340858,96.04Z
"Entretien corporel (spa, hammam...)",CELINE EXERTIER,2008-09-20,1230 CHEMIN DES CHATAIGNIERS 26230 GRIGNAN,26230,GRIGNAN,26,,,,508121704,96.04Z
"Entretien corporel (spa, hammam...)",VIP RELAXATION,2008-09-16,72 AVENUE JEAN LOLIVE 93500 PANTIN,93500,PANTIN,93,,,,508163854,96.04Z
Coiffure,LOOK MAKE-UP (LUPK),2008-09-15,24 RUE NICOLAS LEBLANC 59000 LILLE,59000,LILLE,59,,,,507755155,96.02A
Coiffure,C.E.L COIFF,2008-09-08,46 BOULEVARD PARDIGON 13004 MARSEILLE,13004,MARSEILLE,13,,,,507950517,96.02A
Soins de beauté / esthétique,L P K,2008-09-08,4 PLACE DE LA LIBERTE 29200 BREST,29200,BREST,29,,,,505046797,96.02B
Coiffure,MAJYS,2008-09-01,CHEZ ETS CHARLES CHABAUD ET CIE 13 BOULEVARD MONTFLEURY 06400 CANNES,06400,CANNES,06,,,,507734085,96.02A
"Entretien corporel (spa, hammam...)",OLIVIER LELIEVRE,2008-09-01,146 BOULEVARD DE CHANZY 93100 MONTREUIL,93100,MONTREUIL,93,,,,508209251,96.04Z
"Entretien corporel (spa, hammam...)",MYRIAM LEANDRI,2008-09-01,POLE DE SUARTELLO II- EMPIRE COWORK BURO CLUB ROUTE DE MEZZAVIA 20090 AJACCIO,20090,AJACCIO,2A,,,,504910522,96.04Z
"Entretien corporel (spa, hammam...)",ISABELLE PLATEAU,2008-09-01,PL DE L'EGLISE 31530 THIL,31530,THIL,31,,,,507812006,96.04Z
Soins de beauté / esthétique,SO BE,2008-08-25,GEANT LA VALENTINE 17 TRAVERSE DE LA MONTRE 13011 MARSEILLE,13011,MARSEILLE,13,,,,507480671,96.02B
Coiffure,JOHANNA III,2008-08-04,24 AVENUE DU GENERAL LECLERC 10200 BAR-SUR-AUBE,10200,BAR-SUR-AUBE,10,,,,507622744,96.02A
"Entretien corporel (spa, hammam...)",THIERRY ALLEAUME,2008-07-24,159 RUE DU CHATEAU 75014 PARIS,75014,PARIS,75,,,,507382711,96.04Z
Coiffure,MANUELA DEVY (BEAUTY LOFT COIFFURE),2008-07-01,74 RUE BAUDRIERE 49100 ANGERS,49100,ANGERS,49,,,,504819830,96.02A
Coiffure,CHANTAL CORO,2008-07-01,44 RUE MARY LAFON 82130 LAFRANCAISE,82130,LAFRANCAISE,82,,,,507480457,96.02A
Soins de beauté / esthétique,CECILE MANSUETTI,2008-07-01,8007 RTE DE CAGNES SUR MER CD 18 06610 LA GAUDE,06610,LA GAUDE,06,,,,504481482,96.02B
Coiffure,SARL FRANCK ET DAVID,2008-06-20,SCI CASA BLAVA CHEZ MME VALERIE ROUX 42 AVENUE DU TECH 66700 ARGELES-SUR-MER,66700,ARGELES-SUR-MER,66,,,,504847179,96.02A
Soins de beauté / esthétique,CAROLE GODIGNON,2008-06-17,29 B PLACE DU FAUBOURG 03360 AINAY-LE-CHATEAU,03360,AINAY-LE-CHATEAU,03,,,,504519505,96.02B
Soins de beauté / esthétique,KARINA MILOUDI,2008-06-17,14 RUE DES AMBANS 47000 AGEN,47000,AGEN,47,,,,504708793,96.02B
Soins de beauté / esthétique,CENTRE DE SOINS ESTHETIQUES ET DE REMISE EN FORME GISELE LOJTEK,2008-06-04,22 RUE ALBERT CAMUS 87270 COUZEIX,87270,COUZEIX,87,,,,504219007,96.02B
Soins de beauté / esthétique,STEPHANIE TEBOUL (PAULY),2008-05-21,3 PLACE DE L'ETANG 06400 CANNES,06400,CANNES,06,,,,509214540,96.02B
Soins de beauté / esthétique,RUN EPIL SAINT-GILLES,2008-05-19,RESIDENCE DU THEATRE PORTE 2 BAT. B 20 RUE DE LA CHEMINEE 97434 SAINT-PAUL,97434,SAINT-PAUL,974,,,,504478488,96.02B
"Entretien corporel (spa, hammam...)",SONIA TAUZIN,2008-05-19,17 PLACE DU GENERAL DE GAULLE 33490 SAINT-MACAIRE,33490,SAINT-MACAIRE,33,,,,504036450,96.04Z
"Entretien corporel (spa, hammam...)",STEPHANIE AGUILLON,2008-05-16,9 AVENUE DILLIES 06300 NICE,06300,NICE,06,,,,504207234,96.04Z
Soins de beauté / esthétique,VERONIQUE BAERTS,2008-05-01,18 RUE GRIGNAN 06110 LE CANNET,06110,LE CANNET,06,,,,504334376,96.02B
"Entretien corporel (spa, hammam...)",EURA SOLEIL,2008-04-21,31 RUE DU GENERAL LECLERC 80400 CROIX-MOLIGNEAUX,80400,CROIX-MOLIGNEAUX,80,,,,501437362,96.04Z
"Entretien corporel (spa, hammam...)",KHANIT,2008-04-07,84 AVENUE EMILE ZOLA 75015 PARIS,75015,PARIS,75,,,,503650863,96.04Z
Soins de beauté / esthétique,EURL GAREZ,2008-04-01,4 PETITE RUE 08350 NOYERS-PONT-MAUGIS,08350,NOYERS-PONT-MAUGIS,08,,,,503521148,96.02B
"Entretien corporel (spa, hammam...)",MONIQUE ABAR,2008-04-01,5 RUE DU PONT 51300 VITRY-EN-PERTHOIS,51300,VITRY-EN-PERTHOIS,51,,,,503363905,96.04Z
Soins de beauté / esthétique,MAGNIFISENS,2008-03-21,8 RUE RONDELET 75012 PARIS,75012,PARIS,75,,,,503300311,96.02B
"Entretien corporel (spa, hammam...)",GENESIA,2008-03-20,11 RUE SAUSSAIE EN MI TERRE 57130 JOUY-AUX-ARCHES,57130,JOUY-AUX-ARCHES,57,,,,502571797,96.04Z
Soins de beauté / esthétique,A'FOUFA,2008-03-12,16 RUE HENRI MATISSE 94400 VITRY-SUR-SEINE,94400,VITRY-SUR-SEINE,94,,,,502603319,96.02B
