Secteur,Nom,Date création,Adresse,Code postal,Ville,Département,Téléphone,Email,Site web,SIREN,NAF
"Entretien corporel (spa, hammam...)",RIENAFISH,2018-01-26,15 RUE LOUIS BLANC 34500 BEZIERS,34500,BEZIERS,34,,,,837626894,96.04Z
Soins de beauté / esthétique,LES JARDINS SUSPENDUS,2018-01-19,4 B RUE JULES VALLES 75011 PARIS,75011,PARIS,75,,,,834166035,96.02B
"Entretien corporel (spa, hammam...)",LES TROPIQUES,2018-01-10,52 RUE CARNOT 59450 SIN-LE-NOBLE,59450,SIN-LE-NOBLE,59,,,,834692972,96.04Z
"Entretien corporel (spa, hammam...)",CHARLOTTE LECLERC,2018-01-08,351 AVENUE SAINT-BASILE 06250 MOUGINS,06250,MOUGINS,06,,,,834549545,96.04Z
"Entretien corporel (spa, hammam...)",WELNESS RESOURCES (NAMA SPRINGS),2018-01-02,IMMEUBLE LE PALADIEN PORT FREJUS 36 PLACE DEI DOUFIN 83600 FREJUS,83600,FREJUS,83,,,,834145641,96.04Z
"Entretien corporel (spa, hammam...)",FLORENT CHARDONNET,2018-01-01,198 RUE DE BREDAN 74970 MARIGNIER,74970,MARIGNIER,74,,,,834372278,96.04Z
"Entretien corporel (spa, hammam...)",WELL BEING YVES LAMORELLE (MALI THAI INSTITUT),2017-12-15,ILOT 24 62 AVENUE ROBERT SCHUMAN 13002 MARSEILLE,13002,MARSEILLE,13,,,,834050106,96.04Z
Coiffure,LA MAGIE DES CISEAUX (LA MAGIE DES CISEAUX),2017-12-01,2 RUE GAMBETTA 32300 MIRANDE,32300,MIRANDE,32,,,,833814106,96.02A
Soins de beauté / esthétique,LOAN DOLEDEC,2017-12-01,28 RUE DE KERARGALET 29850 GOUESNOU,29850,GOUESNOU,29,,,,833498330,96.02B
"Entretien corporel (spa, hammam...)",COSY FIT,2017-11-15,BERGERIE LAS GARDIS 66600 OPOUL-PERILLOS,66600,OPOUL-PERILLOS,66,,,,833538176,96.04Z
"Entretien corporel (spa, hammam...)",ALINE COMMARRIEU,2017-11-07,18 AVENUE JEAN CAILLUYER 40000 MONT-DE-MARSAN,40000,MONT-DE-MARSAN,40,,,,833147812,96.04Z
Coiffure,LPS (VINGTE),2017-10-25,121 ROUTE DE DIEPPE 76150 MAROMME,76150,MAROMME,76,,,,832986780,96.02A
"Entretien corporel (spa, hammam...)",FOUZIA COLLE (ABI) (LES YEUX REVOLVER),2017-10-23,20 RUE DE BRETAGNE 14000 CAEN,14000,CAEN,14,,,,832691083,96.04Z
"Entretien corporel (spa, hammam...)",SARAH WARD,2017-10-19,1011 ROUTE DU PEAGE 74430 SAINT-JEAN-D'AULPS,74430,SAINT-JEAN-D'AULPS,74,,,,832779862,96.04Z
"Entretien corporel (spa, hammam...)",LA NOUVELLE PALME D'OR (LA NOUVELLE PALME D'OR),2017-10-05,26 RUE DE L'ACADEMIE 13001 MARSEILLE,13001,MARSEILLE,13,,,,832468516,96.04Z
Soins de beauté / esthétique,STYL'EYES,2017-10-01,VILLA CAMPO 2 A FUNTANA D'U FRUSTERU 20110 PROPRIANO,20110,PROPRIANO,2A,,,,832440051,96.02B
"Entretien corporel (spa, hammam...)",LA SYMPHONIE DU CORPS,2017-09-08,3 RUE COUSIN 49290 CHALONNES-SUR-LOIRE,49290,CHALONNES-SUR-LOIRE,49,,,,838049633,96.04Z
"Entretien corporel (spa, hammam...)",CATHERINE BELLENGUEZ,2017-09-04,30 AVENUE DE BIARRITZ 40130 CAPBRETON,40130,CAPBRETON,40,,,,832773071,96.04Z
"Entretien corporel (spa, hammam...)",LAMAUD FLEURIANE,2017-09-01,6 RUELLE DU PETIT JEAN 78200 BUCHELAY,78200,BUCHELAY,78,,,,830557088,96.04Z
Soins de beauté / esthétique,LAETITIA BAILLIF,2017-08-14,16 BOULEVARD DU CANAL 74200 THONON-LES-BAINS,74200,THONON-LES-BAINS,74,,,,831712955,96.02B
Soins de beauté / esthétique,THUONG 88 NAILS,2017-08-01,5 RUE DES MARCHANDS 30000 NIMES,30000,NIMES,30,,,,831676473,96.02B
"Entretien corporel (spa, hammam...)",STEPHANIE GUIBERTEAU,2017-08-01,25 RUE DE LA RESISTANCE 17320 SAINT-JUST-LUZAC,17320,SAINT-JUST-LUZAC,17,,,,831600200,96.04Z
Coiffure,LA BARBE DE PAPA SUD,2017-07-31,BAT.A 3 BOULEVARD DE CLAIRFONT 66350 TOULOUGES,66350,TOULOUGES,66,,,,831266036,96.02A
Coiffure,WHAT THE FLOWER,2017-07-11,121 RUE OBERKAMPF 75011 PARIS,75011,PARIS,75,,,,830888814,96.02A
"Entretien corporel (spa, hammam...)",JESSICA DE LUCA,2017-07-05,55 CHEMIN DES AMES DU PURGATOIRE 06600 ANTIBES,06600,ANTIBES,06,,,,830482048,96.04Z
"Entretien corporel (spa, hammam...)",CELINE SZAFONI,2017-07-01,17 RUE DU MARECHAL LECLERC 59152 TRESSIN,59152,TRESSIN,59,,,,831087317,96.04Z
"Entretien corporel (spa, hammam...)",ASTRID BOSQUET,2017-07-01,6 RUE NEUVE 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,829629377,96.04Z
Soins de beauté / esthétique,MAEVA BEAUTY,2017-06-29,IMMEUBLE LES CIGALES 332 AVENUE ARISTIDE BRIAND 83600 FREJUS,83600,FREJUS,83,,,,830525911,96.02B
Soins de beauté / esthétique,AU GRAIN DE BEAUTE (AU GRAIN DE BEAUTE),2017-06-22,42 RUE MAL DE LATTRE DE TASSIGNY 01190 PONT-DE-VAUX,01190,PONT-DE-VAUX,01,,,,830443438,96.02B
Coiffure,ABC BREST,2017-06-15,188 RUE JEAN JAURES 29200 BREST,29200,BREST,29,,,,830753901,96.02A
Coiffure,PLACE DES GENTLEMEN,2017-06-01,14 RUE GUSTAVE COLIEZ 59146 PECQUENCOURT,59146,PECQUENCOURT,59,,,,829793728,96.02A
Soins de beauté / esthétique,CHOCO VANILLE - INSTITUT DE BEAUTE (CHOCO VANILLE - INSTITUT DE BEAUTE),2017-06-01,DUPARC 52 RUE LOUIS LAGOURGUE 97438 SAINTE-MARIE,97438,SAINTE-MARIE,974,,,,829691419,96.02B
"Entretien corporel (spa, hammam...)",JORIS CONQUET (MASSAGE SUEDOIS STRASBOURG PAR JORIS C.),2017-06-01,16 RUE EDMOND MICHELET 67100 STRASBOURG,67100,STRASBOURG,67,,,,829987973,96.04Z
"Entretien corporel (spa, hammam...)",NOEMIE LESARTRE,2017-06-01,33 QUAI ARLOING 69009 LYON,69009,LYON,69,,,,841952351,96.04Z
Coiffure,SC 13,2017-05-30,11 RUE DE BOSTON 67000 STRASBOURG,67000,STRASBOURG,67,,,,830537304,96.02A
Coiffure,LA BARBE DE PAPA OUEST,2017-05-17,BAT A 3 BOULEVARD DE CLAIRFONT 66350 TOULOUGES,66350,TOULOUGES,66,,,,829734961,96.02A
"Entretien corporel (spa, hammam...)",HARMONIE D'EDEN (HARMONIE D'EDEN) (HDE),2017-05-15,MORNE CALEBASSE IMM LE PHIL'S N7 2 RUE DES SIX PONCHEVINS 97200 FORT-DE-FRANCE,97200,FORT-DE-FRANCE,972,,,,829054691,96.04Z
Soins de beauté / esthétique,CHLOE SIMONNEAU,2017-05-05,173 COURS DU MEDOC 33300 BORDEAUX,33300,BORDEAUX,33,,,,829509041,96.02B
Coiffure,NEW'HAIR (NEW'HAIR),2017-05-04,8 PLACE ROGER SALENGRO 62190 LILLERS,62190,LILLERS,62,,,,829825983,96.02A
"Entretien corporel (spa, hammam...)",SOPHIE ROCHEREAU,2017-05-01,5 AVENUE DES CRETES 31320 VIGOULET-AUZIL,31320,VIGOULET-AUZIL,31,,,,829466440,96.04Z
"Entretien corporel (spa, hammam...)",MICHELLE ARNAUD,2017-04-19,RESIDENCE REINE D AMOUR RUE BARACK OBAMA 97223 LE DIAMANT,97223,LE DIAMANT,972,,,,829212695,96.04Z
Soins de beauté / esthétique,ORNELLA SUN (ORNELLA SUN),2017-04-07,37 QUAI BERIGNY 76400 FECAMP,76400,FECAMP,76,,,,829009414,96.02B
"Entretien corporel (spa, hammam...)",CHARLOTTE CHENEBAULT (PAS A PAS),2017-04-06,31 RUE MESSIEURS BOYER 13720 LA BOUILLADISSE,13720,LA BOUILLADISSE,13,,,,828909176,96.04Z
Coiffure,STAFF'HAIR (CAROLYN'COIFFURE),2017-03-14,4 RUE DE L'EGLISE 68850 STAFFELFELDEN,68850,STAFFELFELDEN,68,,,,828565549,96.02A
"Entretien corporel (spa, hammam...)",SUNSHINE,2017-03-13,2 RUE CESAR CAMPINCHI 20200 BASTIA,20200,BASTIA,2B,,,,828637496,96.04Z
"Entretien corporel (spa, hammam...)",MAMANS & MERVEILLES,2017-03-09,38 RUE DE MOSCOU 75008 PARIS,75008,PARIS,75,,,,828310722,96.04Z
Soins de beauté / esthétique,ELSA ASSET,2017-03-01,LE PALM BEACH 100 AVENUE DE LA LIBERATION 83150 BANDOL,83150,BANDOL,83,,,,828012617,96.02B
"Entretien corporel (spa, hammam...)",OCEANE GUILLAUME (UNE VIE BY OCEANE),2017-02-08,9 RUE FAVALELLI 20200 BASTIA,20200,BASTIA,2B,,,,827947474,96.04Z
Coiffure,L'ETOILE,2017-02-06,7 PLACE DU TEMPLE 30670 AIGUES-VIVES,30670,AIGUES-VIVES,30,,,,827968918,96.02A
Coiffure,FERNANDO,2017-02-01,3 RUE DU MARCHE 02340 CHAOURSE,02340,CHAOURSE,02,,,,825376981,96.02A
"Entretien corporel (spa, hammam...)",SAS TOURVILLE (VENUS SAUNA),2017-01-08,214 RUE VERTE 14200 HEROUVILLE-SAINT-CLAIR,14200,HEROUVILLE-SAINT-CLAIR,14,,,,824775308,96.04Z
Coiffure,ATELIER DE MARCEL'S,2017-01-06,10 ROUTE DE WATTEN 59380 BIERNE,59380,BIERNE,59,,,,827801408,96.02A
Soins de beauté / esthétique,MELANIE PROD'HOMME,2017-01-04,DAMVILLE 72 RUE DE VERDUN 27160 MESNILS-SUR-ITON,27160,MESNILS-SUR-ITON,27,,,,825106644,96.02B
Soins de beauté / esthétique,BELQIP,2017-01-02,3 RUE JULES VALLES 90000 BELFORT,90000,BELFORT,90,,,,824711857,96.02B
Soins de beauté / esthétique,CAMELIAS BEAUTE NAILS (CAMELIAS) (CAMELIAS),2017-01-01,152 AVENUE JEAN JAURES 75019 PARIS,75019,PARIS,75,,,,829231869,96.02B
"Entretien corporel (spa, hammam...)",BE CHEERY BEE (BE CHEERY BEE),2016-12-22,20 RUE LOUIS GUERIN 69100 VILLEURBANNE,69100,VILLEURBANNE,69,,,,824549257,96.04Z
"Entretien corporel (spa, hammam...)",NAP&UP,2016-12-10,103 RUE JEAN JAURES 92800 PUTEAUX,92800,PUTEAUX,92,,,,824004485,96.04Z
Coiffure,L'ATELIER DU 8,2016-12-01,93 RUE LA BOETIE 75008 PARIS,75008,PARIS,75,,,,823862370,96.02A
Soins de beauté / esthétique,PARIS NAILS,2016-12-01,20 B BOULEVARD VOLTAIRE 75011 PARIS,75011,PARIS,75,,,,824205819,96.02B
"Entretien corporel (spa, hammam...)",PARADISE (PARADISE),2016-11-28,CHEZ BUSINESS SERVICE COMPANY BAL 3 420 CLOS DE LA COURTINE 93160 NOISY-LE-GRAND,93160,NOISY-LE-GRAND,93,,,,824069207,96.04Z
"Entretien corporel (spa, hammam...)",SUKANYA (SUKANYA),2016-11-25,26 AVENUE DE LA REINE VICTORIA 64200 BIARRITZ,64200,BIARRITZ,64,,,,823956727,96.04Z
Soins de beauté / esthétique,LLYAM (BAR A ONGLES COCO CHANAIL INSTITUT COCO CHANAIL FORMATION),2016-11-14,21 RUE BOIRON 69400 VILLEFRANCHE-SUR-SAONE,69400,VILLEFRANCHE-SUR-SAONE,69,,,,823432463,96.02B
Soins de beauté / esthétique,MJB,2016-11-09,14 RUE FRANCOIS GUISOL 06300 NICE,06300,NICE,06,,,,823676788,96.02B
Soins de beauté / esthétique,L'ATELIER VERNIS,2016-11-02,12 RUE DE LA DIME 13910 MAILLANE,13910,MAILLANE,13,,,,823513320,96.02B
"Entretien corporel (spa, hammam...)",PAULINE LECLERCQ (LEEN PAO),2016-11-01,APPARTEMENT 45 BATIMENT ESTIVA 73440 LES BELLEVILLE,73440,LES BELLEVILLE,73,,,,823119227,96.04Z
"Entretien corporel (spa, hammam...)",CRYOBAR,2016-10-31,197 RUE LENAIN DE TILLEMONT 93100 MONTREUIL,93100,MONTREUIL,93,,,,823592456,96.04Z
Soins de beauté / esthétique,MANON LEBAILLY,2016-10-26,37 RUE COURAYE 50400 GRANVILLE,50400,GRANVILLE,50,,,,823408364,96.02B
"Entretien corporel (spa, hammam...)",FLORENCE BOILET,2016-10-24,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],SARTENE,2A,,,,823491832,96.04Z
Coiffure,THR BEAUTY,2016-10-10,11 RUE HAUTE 89100 COLLEMIERS,89100,COLLEMIERS,89,,,,823162250,96.02A
"Entretien corporel (spa, hammam...)",PAC 1,2016-09-30,1040 ROUTE DES VAUDOIS 84300 CAVAILLON,84300,CAVAILLON,84,,,,823172424,96.04Z
Soins de beauté / esthétique,ISABELLE BEAUTE,2016-09-26,3 AVENUE DU MARECHAL VILLARS 77300 FONTAINEBLEAU,77300,FONTAINEBLEAU,77,,,,822746962,96.02B
Soins de beauté / esthétique,MARINE LESCOT,2016-09-24,85 RUE ROGER SALENGRO 59590 RAISMES,59590,RAISMES,59,,,,823160668,96.02B
Coiffure,MAXETCOMPAGNIE,2016-09-15,PLACE ALEXANDRE MAUDUIT 14320 SAINT-ANDRE-SUR-ORNE,14320,SAINT-ANDRE-SUR-ORNE,14,,,,822947149,96.02A
Coiffure,TRANSFORM'HAIR (TRANSFORM'HAIR),2016-09-01,6 AVENUE DE LANDON 39100 DOLE,39100,DOLE,39,,,,822073417,96.02A
"Entretien corporel (spa, hammam...)",AMELIE POSAS,2016-09-01,127 CHEMIN DU CHALET 13126 VAUVENARGUES,13126,VAUVENARGUES,13,,,,851034595,96.04Z
"Entretien corporel (spa, hammam...)",AQUA 4 MOTION,2016-08-18,6 RUE SAINT-CHARLES 06500 MENTON,06500,MENTON,06,,,,822117503,96.04Z
"Entretien corporel (spa, hammam...)",MELISSA BODENES (OUARNE),2016-08-18,23 RUE ND BONNE NOUVELLE 29200 BREST,29200,BREST,29,,,,822669875,96.04Z
Soins de beauté / esthétique,CELINE BIDAUX (QIPAO BEAUTY),2016-08-16,35 RUE GUILLAUME LE CONQUERANT 14000 CAEN,14000,CAEN,14,,,,821643145,96.02B
Soins de beauté / esthétique,QIP CHANTILLY (QIPAO BEAUTY),2016-08-12,128 RUE DU CONNETABLE 60500 CHANTILLY,60500,CHANTILLY,60,,,,822030243,96.02B
Soins de beauté / esthétique,JS BELEZA,2016-07-21,30 RUE DU 8 MAI 1945 63570 BRASSAC-LES-MINES,63570,BRASSAC-LES-MINES,63,,,,821639606,96.02B
"Entretien corporel (spa, hammam...)",EVANESCENCE,2016-07-18,11 RUE HONORE PICON 33100 BORDEAUX,33100,BORDEAUX,33,,,,821746385,96.04Z
"Entretien corporel (spa, hammam...)",ANGELIQUE ROUSSEAU,2016-07-01,2 CHEMIN DE LA PENTE DOUCE 91620 LA VILLE-DU-BOIS,91620,LA VILLE-DU-BOIS,91,,,,821343605,96.04Z
"Entretien corporel (spa, hammam...)",B509,2016-06-20,RES DES FRANCHES TERRES 3 ALLEE DES AVOCETTES 80480 PONT-DE-METZ,80480,PONT-DE-METZ,80,,,,821042512,96.04Z
"Entretien corporel (spa, hammam...)",ARNOLD BOUKA-MOUTOU,2016-05-30,RESIDENCE LA BOISERIE RUE DE LA BOISERIE 77700 MAGNY-LE-HONGRE,77700,MAGNY-LE-HONGRE,77,,,,823370093,96.04Z
"Entretien corporel (spa, hammam...)",MARIE-EMMANUELLE BELOTTI,2016-05-29,28 RUE DE GIRASSAT 79000 NIORT,79000,NIORT,79,,,,825375736,96.04Z
Soins de beauté / esthétique,CENTRE WETTA (CENTRE WETTA),2016-05-23,27 RUE SCHWEIGHAEUSER 67000 STRASBOURG,67000,STRASBOURG,67,,,,820933208,96.02B
"Entretien corporel (spa, hammam...)",OLIVIA DELAHAYE,2016-05-23,49 PLACE DE LA HALLE 60300 SENLIS,60300,SENLIS,60,,,,820257251,96.04Z
Soins de beauté / esthétique,SEPIQAO,2016-05-20,16 RUE GUBERNATIS 06000 NICE,06000,NICE,06,,,,820698207,96.02B
"Entretien corporel (spa, hammam...)",YVES HAMON,2016-05-16,62 RUE AUGUSTE GARNIER 44120 VERTOU,44120,VERTOU,44,,,,820230621,96.04Z
Soins de beauté / esthétique,LE SALON DES ONGLES,2016-05-15,12 RUE D'AGUESSEAU 87000 LIMOGES,87000,LIMOGES,87,,,,819753559,96.02B
Coiffure,COIFFURE AUBRY (COIFFURE AUBRY) (COIFF&CO),2016-05-14,ZAC CHAMPVANS CENTRE CIAL INTERMARCHE RUE ROSA LUXEMBURG 25110 BAUME-LES-DAMES,25110,BAUME-LES-DAMES,25,,,,819799511,96.02A
Coiffure,COIFFURE AUTREMENT,2016-05-09,6 SQ DU COLLEGE CHAPUISIEN 74000 ANNECY,74000,ANNECY,74,,,,820203610,96.02A
"Entretien corporel (spa, hammam...)",ALOHA,2016-05-09,RESIDENCE SAINT ANTOINE N10 15 AVENUE GENERAL LECLERC 83990 SAINT-TROPEZ,83990,SAINT-TROPEZ,83,,,,820155661,96.04Z
Soins de beauté / esthétique,ASSA TRAORE (MY JOLYESS),2016-05-07,9 RUE DES FAUVETTES 91450 SOISY-SUR-SEINE,91450,SOISY-SUR-SEINE,91,,,,824692412,96.02B
Soins de beauté / esthétique,VERONIQUE DUONG (VEROTINEM STYLISTE ONGULAIRE),2016-04-26,15 QUAI COSMAO 29150 CHATEAULIN,29150,CHATEAULIN,29,,,,819917758,96.02B
"Entretien corporel (spa, hammam...)",VIRGINIE SIBELET,2016-04-11,54 RUE DE LA BOURGEONNIERE 44300 NANTES,44300,NANTES,44,,,,819629437,96.04Z
"Entretien corporel (spa, hammam...)",CINDY HUARD (INDY & CO),2016-04-01,46 RESIDENCE DU MESNIL 50800 VILLEDIEU-LES-POELES-ROUFFIGNY,50800,VILLEDIEU-LES-POELES-ROUFFIGNY,50,,,,819074360,96.04Z
"Entretien corporel (spa, hammam...)",MURIEL FRASSIN (PULVERAIL),2016-04-01,4 SERRE DE LA GARDE 04300 FORCALQUIER,04300,FORCALQUIER,04,,,,819273483,96.04Z
Coiffure,LA BARBE DE PAPA 2,2016-03-24,3 BD CLAIRFONT BAT.A 66350 TOULOUGES,66350,TOULOUGES,66,,,,819283383,96.02A
"Entretien corporel (spa, hammam...)",AWA BARADJI,2016-03-24,13 RUE PIERRE LAROUSSE 75014 PARIS,75014,PARIS,75,,,,819328360,96.04Z
"Entretien corporel (spa, hammam...)",MB FIT&FORM,2016-03-16,11 ALLEE RODIN 76620 LE HAVRE,76620,LE HAVRE,76,,,,819395781,96.04Z
Coiffure,EURL EEMG,2016-03-09,6 RUE CHARLES MILCENDEAU 85300 SOULLANS,85300,SOULLANS,85,,,,819231838,96.02A
Soins de beauté / esthétique,ELSA BABOLAT (DALLE RIVE) (ELSA CILS ELSA DERMO),2016-02-29,881 ROCADE DES PLAYES 83140 SIX-FOURS-LES-PLAGES,83140,SIX-FOURS-LES-PLAGES,83,,,,818794109,96.02B
"Entretien corporel (spa, hammam...)",MELANIE PECQUEUX (BULLE BIEN ETRE),2016-02-29,23 RUE DU DONJON 59360 POMMEREUIL,59360,POMMEREUIL,59,,,,818095903,96.04Z
"Entretien corporel (spa, hammam...)",CHANTAL ARNOUIL,2016-02-25,LIEU-DIT BOULBENE 47150 LA SAUVETAT-SUR-LEDE,47150,LA SAUVETAT-SUR-LEDE,47,,,,819120585,96.04Z
Soins de beauté / esthétique,NOAL (QIPAO),2016-02-22,(1C) 1 RUE DE MULHOUSE 68300 SAINT-LOUIS,68300,SAINT-LOUIS,68,,,,818626673,96.02B
"Entretien corporel (spa, hammam...)",2N INVEST,2016-02-12,16 RUE DESCARTES 75005 PARIS,75005,PARIS,75,,,,818706558,96.04Z
Soins de beauté / esthétique,SAS BAB (SAS BAB),2016-02-11,16 RUE DES ARPENTS 76000 ROUEN,76000,ROUEN,76,,,,818388332,96.02B
Coiffure,SOLANGELA ALEXANDRE (TAVARES DA VEIGA) (LM HAIR),2016-02-01,16 T RUE DE DOMART 80440 BOVES,80440,BOVES,80,,,,817864515,96.02A
Soins de beauté / esthétique,LAURA JOINES (GINGER BEAUTY),2016-02-01,360 BOULEVARD PIERRE DELMAS 06600 ANTIBES,06600,ANTIBES,06,,,,818330631,96.02B
Soins de beauté / esthétique,SASU COMPTOIR ESTHETIQUE TOULOUSAIN,2016-02-01,10 CHEMIN DU VIGNE 31470 FONSORBES,31470,FONSORBES,31,,,,818354813,96.02B
"Entretien corporel (spa, hammam...)",MAUD MASCIOTRA (MAUD MASCIOTRA DRAINAGE LYMPHATIQUE),2016-01-05,63 CHEMIN DES SERRES 74330 POISY,74330,POISY,74,,,,824833214,96.04Z
"Entretien corporel (spa, hammam...)",GV15,2015-12-15,2 RUE DU FOND DE PETIT VILLE 27220 SEREZ,27220,SEREZ,27,,,,814032918,96.04Z
"Entretien corporel (spa, hammam...)",BALNEA SPORT ET SPA,2015-12-07,LES MAGACY 360 CHEMIN DU MAGNANON 83440 MONTAUROUX,83440,MONTAUROUX,83,,,,815157532,96.04Z
Soins de beauté / esthétique,LOKY,2015-11-24,8 T RUE DE FONTBONNE 69890 LA TOUR-DE-SALVAGNY,69890,LA TOUR-DE-SALVAGNY,69,,,,814882056,96.02B
"Entretien corporel (spa, hammam...)",GAELLE MENSAH,2015-11-12,7 RUE PORET DE BLOSSEVILLE 76100 ROUEN,76100,ROUEN,76,,,,828450346,96.04Z
"Entretien corporel (spa, hammam...)",BENILDE COLLADO (ZAMINA),2015-11-10,4 HAMEAU DE VINCENNES 33210 TOULENNE,33210,TOULENNE,33,,,,814323630,96.04Z
Coiffure,INTPL,2015-11-01,14 RUE DE LA REMISE DES LILAS 60500 VINEUIL-SAINT-FIRMIN,60500,VINEUIL-SAINT-FIRMIN,60,,,,814555611,96.02A
"Entretien corporel (spa, hammam...)",IMPERIAL AQUA FITNESS,2015-10-26,2 RUE STEPHANOPOLI 20000 AJACCIO,20000,AJACCIO,2A,,,,814348546,96.04Z
"Entretien corporel (spa, hammam...)",ANNICK DUMARTIN,2015-10-26,36 AVENUE MATHURIN MOREAU 75019 PARIS,75019,PARIS,75,,,,814369955,96.04Z
Soins de beauté / esthétique,MELISSA CIPRIANO (MEL ET ZEN),2015-10-13,34 AVENUE CAPITAINE PIERRE AZEMA 34530 MONTAGNAC,34530,MONTAGNAC,34,,,,814076972,96.02B
Coiffure,SAM,2015-10-10,8 IMPASSE ALBERT LEBRUN 97430 LE TAMPON,97430,LE TAMPON,974,,,,813456050,96.02A
"Entretien corporel (spa, hammam...)",SPA BY B,2015-10-07,VAL THORENS LES PIONNIERS NUMERO 33 73440 LES BELLEVILLE,73440,LES BELLEVILLE,73,,,,814176681,96.04Z
Soins de beauté / esthétique,LEA DIONNEAU (BEAUTE NANTAISE),2015-09-28,53 QUAI DE LA FOSSE 44300 NANTES,44300,NANTES,44,,,,814096558,96.02B
"Entretien corporel (spa, hammam...)",DEEP NATURE PREMIUM (DEEP NATURE PREMIUM),2015-09-15,VALLEE CHAMONIX MONT BLANC 1000 ROUTE DES CHAVANTS 74310 LES HOUCHES,74310,LES HOUCHES,74,,,,814072179,96.04Z
Soins de beauté / esthétique,NELLY PASA (NELLY PASA),2015-09-01,LD LE MARQUISAT 32600 L'ISLE-JOURDAIN,32600,L'ISLE-JOURDAIN,32,,,,813785706,96.02B
Soins de beauté / esthétique,"NAIL & SPA, BY VIRGINIE P. (NAIL & SPA, BY VIRGINIE P.)",2015-09-01,17 RUE DU FOUR A CHAUX 97410 SAINT-PIERRE,97410,SAINT-PIERRE,974,,,,813134772,96.02B
Coiffure,SOCED,2015-08-04,CENTRE COMMERCIAL BLOIS II ROUTE DE VENDOME 41000 VILLEBAROU,41000,VILLEBAROU,41,,,,812905784,96.02A
"Entretien corporel (spa, hammam...)",JOELLE JAKUBOWICZ,2015-08-01,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],PARIS,75,,,,812895787,96.04Z
Soins de beauté / esthétique,DTAM,2015-07-22,CCIAL LES SAISONS DE MEAUX - AVENUE ROLAND MORENO 77124 CHAUCONIN-NEUFMONTIERS,77124,CHAUCONIN-NEUFMONTIERS,77,,,,812734085,96.02B
Coiffure,GCI (GCI) (GCI),2015-07-15,10 BOULEVARD GEORGES CLEMENCEAU 83300 DRAGUIGNAN,83300,DRAGUIGNAN,83,,,,812633550,96.02A
"Entretien corporel (spa, hammam...)",ELISE CARPENTIER (AUFILDESOI),2015-07-13,15 RUE DE L'EGLISE 76970 ECTOT-LES-BAONS,76970,ECTOT-LES-BAONS,76,,,,812862308,96.04Z
"Entretien corporel (spa, hammam...)",SARL LONGANIS (ISOA),2015-07-09,RAVINE DES CABRIS 1 CHEMIN PRUGNIERES CONDE 97432 SAINT-PIERRE,97432,SAINT-PIERRE,974,,,,811915107,96.04Z
Coiffure,JULIEN LORENZI,2015-06-20,CENTRE COMMERCIAL RIVE DROITE SAN LORENZO 20620 BIGUGLIA,20620,BIGUGLIA,2B,,,,811524339,96.02A
Soins de beauté / esthétique,R.N.M,2015-06-18,22 RUE DOHIS 94300 VINCENNES,94300,VINCENNES,94,,,,812269249,96.02B
"Entretien corporel (spa, hammam...)",DANS MON MONDE (DANS MON MONDE),2015-06-08,ALLEE DE RIOLS ZAC AGEN SUD 47000 AGEN,47000,AGEN,47,,,,811943299,96.04Z
Coiffure,LISS CENTER (LISS CENTER),2015-05-20,161 AVENUE MARECHAL DE SAXE 69003 LYON,69003,LYON,69,,,,811891092,96.02A
Soins de beauté / esthétique,NOO,2015-05-16,15 RUE FIZEAU 75015 PARIS,75015,PARIS,75,,,,811543313,96.02B
"Entretien corporel (spa, hammam...)",LAURENT GIORDANENGO (TIME FOR A BREAK MASSAGE),2015-05-13,SUR COUR RDCH DROITE 50 RUE RICHARD LENOIR 75011 PARIS,75011,PARIS,75,,,,811647304,96.04Z
Soins de beauté / esthétique,HOUSE OF NAILS,2015-05-01,36 RUE DU CHATEAU D'EAU 75010 PARIS,75010,PARIS,75,,,,811903533,96.02B
"Entretien corporel (spa, hammam...)",LUDOVIC DULUC (MASSOTHERAPEUTE),2015-05-01,ZONE ARTISANALE DU PASS FLEURY LA PEP 107 RUE CARDINAL DE FLEURY 71700 TOURNUS,71700,TOURNUS,71,,,,810954701,96.04Z
Coiffure,GH2015,2015-04-24,265 CHEMIN DE PEFOURQUE 82000 MONTAUBAN,82000,MONTAUBAN,82,,,,811104017,96.02A
Soins de beauté / esthétique,NATHIYA INTERNATIONAL (STE-ROSE BEAUTY INDIAN),2015-04-15,68 AVENUE JEAN MOULIN 75014 PARIS,75014,PARIS,75,,,,810788950,96.02B
"Entretien corporel (spa, hammam...)",LCPH,2015-04-09,62 RUE SALA 69002 LYON,69002,LYON,69,,,,810799973,96.04Z
Coiffure,TRIO,2015-04-01,22 RUE BREZIN 75014 PARIS,75014,PARIS,75,,,,809953441,96.02A
Soins de beauté / esthétique,ADS DC (ADS DC),2015-04-01,13 RUE NOTRE-DAME DE NAZARETH 75003 PARIS,75003,PARIS,75,,,,810429134,96.02B
"Entretien corporel (spa, hammam...)",CAREY JEFFRIES,2015-04-01,150 RUE DE MENILMONTANT 75020 PARIS,75020,PARIS,75,,,,810677633,96.04Z
